artist,album,score,genres
The Books,The Way Out,7.7,"Experimental,Rock"
Macklemore & Ryan Lewis,This Unruly Mess I've Made,5.1,Rap
Sleater-Kinney,The Woods,9.0,Rock
LCD Soundsystem,This Is Happening,9.2,"Electronic,Rock"
Little Women,Throat,SCORE ERROR,GENRES ERROR
Busdriver,Thumb,SCORE ERROR,GENRES ERROR
Havok,Time Is Up,SCORE ERROR,GENRES ERROR
Theophilus London,Timez Are Weird These Days,SCORE ERROR,GENRES ERROR
Kraftwerk,Trans-Europe Express,SCORE ERROR,GENRES ERROR
Kali Uchis,To Feel Alive,SCORE ERROR,GENRES ERROR
Billy Woods,"""Today, I Wrote Nothing""",SCORE ERROR,GENRES ERROR
Cerce,Tour Sampler CD-R,SCORE ERROR,GENRES ERROR
Bas,Too High To Riot,SCORE ERROR,GENRES ERROR
White Suns,Totem,SCORE ERROR,GENRES ERROR
Master Musicians of Bukkake,Totem 3,SCORE ERROR,GENRES ERROR
Disma,Towards the Megalith,SCORE ERROR,GENRES ERROR
Kero Kero Bonito,TOTEP,SCORE ERROR,GENRES ERROR
Ghoul,Transmission Zero,SCORE ERROR,GENRES ERROR
Matmos and So Percussion,Treasure State,SCORE ERROR,GENRES ERROR
twenty one pilots,Trench,SCORE ERROR,GENRES ERROR
Daft Punk,Tron: Legacy SOUNDTRACK /,SCORE ERROR,GENRES ERROR
Michael Cera,True That,SCORE ERROR,GENRES ERROR
An Autumn For Crippled Children,Try Not To Destroy Everything You Love,SCORE ERROR,GENRES ERROR
Wolves In the Throne Room,Thrice Woven,5.2,Metal
Cavanaugh,Time & Materials,7.2,Rap
Weyes Blood,Titanic Rising,8.5,Rock
Turnstile,Time & Space,5.4,Rock
Michael Jackson,Thriller,7.2,Pop/R&B
Kero Kero Bonito,Time 'n' Place,6.5,Pop/R&B
Louis Cole,Time,7.6,Electronic
The New Pornographers,Together,7.3,Rock
Arctic Monkeys,Tranquility Base Hotel + Casino,8.1,Rock
Xibalba,Tierra Y Libertad,7.6,Metal
FIDLAR,Too,5.8,Rock
The National,Trouble Will Find Me,8.4,Rock
Electric Wizard,Time To Die,7.9,
Against Me!,Transgender Dysphoria Blues,7.5,Rock
Omar Souleyman,"""To Syria, With Love""",6.5,Global
Thom Yorke,Tomorrow's Modern Boxes,6.3,"Electronic,Rock"
Autolux,Transit Transit,5.4,Rock
La Roux,Trouble In Paradise,6.5,"Electronic,Rock"
Foals,Total Life Forever,7.6,Rock
Perfume Genius,Too Bright,8.5,Pop/R&B
Lil Xan,Total Xanarchy,4.7,Rap
Captain Beefheart,Trout Mask Replica,10.0,Experimental
How To Dress Well,Total Loss,8.4,Pop/R&B
The Comet Is Coming,Trust in the Lifeforce of the Deep Mystery,7.8,Jazz
System of a Down,Toxicity,8.2,Metal
Full of Hell,Trumpeting Ecstasy,7.7,Metal
The Knife,"""Tomorrow, In a Year""",6.9,"Electronic,Experimental,Rock"
Swans,To Be Kind,9.2,Rock
Sharon Van Etten,Tramp,7.9,Rock
A$AP Ferg,Trap Lord,7.5,Rap
Bryson Tiller,True to Self,6.6,Pop/R&B
Charli XCX,True Romance,8.3,Pop/R&B
Boards of Canada,Tomorrow's Harvest,8.3,Electronic
Panda Bear,Tomboy,8.5,Electronic
The Mountain Goats,Transcendental Youth,7.8,Rock
Kendrick Lamar,To Pimp A Butterfly,9.3,Rap
Burial,Truant / Rough Sleeper,8.4,"Electronic,Experimental"
Sleigh Bells,Treats,8.7,Pop/R&B
Hella,Tripper,6.0,"Experimental,Rock"
Shad,TSOL,7.2,"Pop/R&B,Rap"
Skillet,Unleashed,SCORE ERROR,GENRES ERROR
This Will Destroy You,Tunnel Blanket,SCORE ERROR,GENRES ERROR
Denzel Curry x Kenny Beats,Unlocked,SCORE ERROR,GENRES ERROR
Chelsea Wolfe,Unknown Rooms: A Collection of Acoustic Songs,SCORE ERROR,GENRES ERROR
The Lonely Island,Turtleneck and Chain,SCORE ERROR,GENRES ERROR
The Dismemberment Plan,Uncanny Valley,SCORE ERROR,GENRES ERROR
Ghostface Killah and Adrian Younge,Twelve Reasons To Die,SCORE ERROR,GENRES ERROR
Rammstein,Untitled,SCORE ERROR,GENRES ERROR
Nails,Unsilent Death,SCORE ERROR,GENRES ERROR
Havok,Unnatural Selection,SCORE ERROR,GENRES ERROR
Superhumanoids,Urgency,SCORE ERROR,GENRES ERROR
Big Ups,Two Parts Together,SCORE ERROR,GENRES ERROR
Car Seat Headrest,Twin Fantasy (Face to Face),SCORE ERROR,GENRES ERROR
Yung Lean,Unknown Death 2002,SCORE ERROR,GENRES ERROR
Logic,Under Pressure,SCORE ERROR,GENRES ERROR
Drenge,Undertow,SCORE ERROR,GENRES ERROR
Bones,Useless,SCORE ERROR,GENRES ERROR
Oranssi Pazuzu,Valonielu,SCORE ERROR,GENRES ERROR
Vreid,V,SCORE ERROR,GENRES ERROR
JMSN,Velvet,SCORE ERROR,GENRES ERROR
EDEN,vertigo,SCORE ERROR,GENRES ERROR
Botanist,VI: Flora,SCORE ERROR,GENRES ERROR
Skepta,Vicious,SCORE ERROR,GENRES ERROR
Flying Lotus,Until the Quiet Comes,8.5,Electronic
Guerilla Toss,Twisted Crystal,7.3,Rock
British Sea Power,Valhalla Dancehall,5.5,Rock
Julien Baker,Turn Out the Lights,8.6,Rock
The Roots,Undun,7.3,Rap
Tobacco,Ultima II Massage,6.9,Electronic
Kendrick Lamar,untitled unmastered.,8.6,Rap
Big Thief,U.F.O.F.,9.2,Rock
PartyNextDoor,Two,6.8,Pop/R&B
Sun Kil Moon,Universal Themes,6.0,Folk/Country
Big Thief,Two Hands,9.0,Rock
Matmos,Ultimate Care II,7.8,Experimental
Code Orange,Underneath,4.5,Metal
Anderson .Paak,Ventura,6.9,Pop/R&B
Lana Del Rey,Ultraviolence,7.1,Pop/R&B
ORANSSI PAZUZU,Värähtelijä,7.9,Metal
JPEGMAFIA,Veteran,7.7,Rap
Danny Brown,uknowhatimsayin¿,8.1,Rap
Yung Lean,Unknown Memory,3.6,Rap
Machine Girl,U-Void Synthesizer,7.8,"Electronic,Experimental,Metal"
Cult of Luna,Vertikal,6.8,
Julian Casablancas + The Voidz,Tyranny,4.9,"Electronic,Rock"
Ibibio Sound Machine,Uyai,7.0,"Global,Pop/R&B"
The Black Keys,Turn Blue,5.8,Rock
Flatbush Zombies,Vacation in Hell,7.1,Rap
Imperial Triumphant,Vile Luxury,SCORE ERROR,GENRES ERROR
Mission of Burma,Unsound,7.7,
Machinedrum,Vapor City,5.8,Electronic
Sigur Rós,Valtari,6.1,Rock
Neon Indian,VEGA INTL. Night School,8.6,Electronic
Drake,Views,6.8,Rap
Björk,Utopia,8.4,"Electronic,Pop/R&B"
M.I.A.,ViCKi LEEKX,7.8,"Global,Pop/R&B"
Shlohmo,Vacation,7.5,Electronic
Squarepusher,Ufabulum,6.3,Electronic
Toro Y Moi,Underneath the Pine,8.3,Electronic
Joy Division,Unknown Pleasures,10.0,Rock
Fergus & Geronimo,Unlearn,7.2,"Electronic,Experimental,Rock"
Portal,Vexovoid,8.0,Metal
Burial,Untrue,8.4,"Electronic,Experimental"
Wavves,V,6.5,Rock
Wormrot,Voices,SCORE ERROR,GENRES ERROR
City Morgue,Vol. 2: As Good as Dead,SCORE ERROR,GENRES ERROR
City Morgue,Vol. 1: Hell or High Water,SCORE ERROR,GENRES ERROR
Wendy's,We Beefin?,SCORE ERROR,GENRES ERROR
Roy Woods,Waking At Dawn,SCORE ERROR,GENRES ERROR
Onyx,Wakedafucup,SCORE ERROR,GENRES ERROR
Yung Lean,Warlord,SCORE ERROR,GENRES ERROR
Lil Herb,Welcome To Fazoland,SCORE ERROR,GENRES ERROR
Haunted Horses,Watcher,SCORE ERROR,GENRES ERROR
Mick Jenkins,Wave[s],SCORE ERROR,GENRES ERROR
Slaughterhouse,Welcome to: Our House,SCORE ERROR,GENRES ERROR
Jeff Rosenstock,We Cool?,SCORE ERROR,GENRES ERROR
Aries,Welcome Home,SCORE ERROR,GENRES ERROR
Jon Benjamin,"""well, i should have...*""",SCORE ERROR,GENRES ERROR
HMLTD,West of Eden,SCORE ERROR,GENRES ERROR
The Vaccines,What Did You Expect From the Vaccines?,SCORE ERROR,GENRES ERROR
Toro Y Moi,What For?,SCORE ERROR,GENRES ERROR
Open Mike Eagle,What Happens When I Try to Relax,SCORE ERROR,GENRES ERROR
Milo,Who Told You To Think??!!?!?!?!,SCORE ERROR,GENRES ERROR
Deadmau5,While (1 Is Less Than 2),SCORE ERROR,GENRES ERROR
The World Is A Beautiful Place And I Am No Longer Afraid To Die,"""Whenever, If Ever""",SCORE ERROR,GENRES ERROR
Noel Gallagher's High Flying Birds,Who Built the Moon?,SCORE ERROR,GENRES ERROR
The Soft Pink Truth,Why Do The Heathen Rage?,SCORE ERROR,GENRES ERROR
Deerhunter,Why Hasn't Everything Already Disappeared?,SCORE ERROR,GENRES ERROR
Hot Chip,Why Make Sense?,SCORE ERROR,GENRES ERROR
Queens of the Stone Age,Villains,6.9,Rock
Grimes,Visions,8.5,Pop/R&B
Björk,Vulnicura,6.8,"Electronic,Pop/R&B"
The Voidz,Virtue,6.9,Rock
Mac Miller,Watching Movies With the Sound Off,7.0,Rap
Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,8.4,Rock
Charli XCX,Vroom Vroom,4.5,Pop/R&B
Kanye West & Jay-Z,Watch the Throne,8.5,Rap
Slipknot,We Are Not Your Kind,6.7,Metal
Full of Hell,Weeping Choir,7.5,Metal
Veronica Falls,Waiting For Something To Happen,7.5,"Experimental,Rock"
P.O.S,We Don't Even Live Here,5.7,Rap
Wreck and Reference,Want,7.7,Metal
G-Eazy,When it's Dark Out,6.7,Rap
Lapalux,When You're Gone,7.4,Electronic
Tierra Whack,Whack World,8.3,Rap
Tim Hecker,Virgins,8.3,Experimental
Foo Fighters,Wasting Light,6.4,Rock
Evian Christ,Waterfall,7.3,Electronic
Pissed Jeans,Why Love Now,7.9,Rock
Planningtorock,W,6.7,"Electronic,Rock"
OFF!,Wasted Years,6.2,"Metal,Rock"
Gil-Scott Heron & Makaya McCraven,We're New Again,8.6,Jazz
Kurt Vile,Wakin On A Pretty Daze,8.5,Rock
Billie Eilish,"""When We All Fall Asleep, Where Do We Go?""",7.2,Pop/R&B
Gus Dapperton,Where Polly People Go to Read,6.4,Pop/R&B
A Tribe Called Quest,We Got It from Here... Thank You 4 Your Service,9.0,Rap
Drake & Future,What A Time To Be Alive,7.0,Rap
Action Bronson,White Bronco,5.1,Rap
Young Fathers,White Men Are Black Men Too,6.8,Rap
Parquet Courts,Wide Awake!,8.0,Rock
Foals,What Went Down,6.7,Rock
Chromeo,White Women,7.6,Electronic
Dragged Into Sunlight,Widowmaker,6.2,
Solange,When I Get Home,8.4,Pop/R&B
tUnE-yArDs,W H O K I L L,8.8,Pop/R&B
The Cool Kids,When Fish Ride Bicycles,6.9,Rap
John Vanderslice,White Wilderness,7.2,Rock
Ratking,Wiki93,5.8,Rap
Suckers,Wild Smile,7.7,"Electronic,Rock"
La Dispute,Wildlife,SCORE ERROR,GENRES ERROR
Jeffrey Lewis,Works by Tuli Kupferberg (1923​-​2010),SCORE ERROR,GENRES ERROR
clipping.,Wriggle,SCORE ERROR,GENRES ERROR
"""Iglooghost, Kai Whiston & BABii """,XYZ,SCORE ERROR,GENRES ERROR
Dying Fetus,Wrong One to Fuck With,SCORE ERROR,GENRES ERROR
Moonface,With Siinai: Heartbreaking Bravery,SCORE ERROR,GENRES ERROR
WZRD,WZRD,SCORE ERROR,GENRES ERROR
Uncommon Nasa,Written At Night,SCORE ERROR,GENRES ERROR
Baroness,Yellow and Green,SCORE ERROR,GENRES ERROR
Ski Mask the Slump God,You Will Regret,SCORE ERROR,GENRES ERROR
The Avalanches,Wildflower,8.5,Electronic
Arca,Xen,8.4,Experimental
Rhye,Woman,8.5,Pop/R&B
Miguel,Wildheart,8.9,Pop/R&B
"""21 Savage, Offset & Metro Boomin """,Without Warning,8.0,Rap
Washed Out,Within and Without,8.3,Electronic
Blanck Mass,World Eater,8.1,Electronic
Bad Bunny,X 100PRE,8.2,Rap
Liars,WIXIW,7.8,Rock
Katy Perry,Witness,4.8,Pop/R&B
"""Tyler, The Creator """,Wolf,7.8,Rap
SBTRKT,Wonder Where We Land,5.5,"Electronic,Rock"
Krallice,Years Past Matter,8.2,Metal
Justice,Woman,7.7,Rock
Krallice,Ygg Huur,8.2,Metal
Zs,Xe,8.0,Jazz
Heems,Wild Water Kingdom,7.2,Rap
NxWorries,Yes Lawd!,7.4,Pop/R&B
Portugal. The Man,Woodstock,6.6,Rock
Zomby,With Love,7.9,Electronic
Griselda,WWCD,7.7,Rap
Quasimoto,Yessir Whatever,7.4,Rap
The Killers,Wonderful Wonderful,6.3,Rock
Nails,You Will Never Be One of Us,7.8,Metal
Jeff Rosenstock,Worry,8.0,Rock
Morrissey,World Peace is None of Your Business,5.9,Rock
Kindness,"""World, You Need a Change of Mind""",6.4,"Electronic,Rock"
Porter Robinson,Worlds,5.9,Electronic
Future & Juice WRLD,WRLD on Drugs,6.3,Rap
Freddie Gibbs,You Only Live 2wice,7.5,Rap
Death Grips,Year of the Snitch,7.3,"Experimental,Rap"
Kanye West,ye,7.1,Rap
Bad Bunny,YHLQMDLG,8.5,Rap
Daughters,You Won't Get What You Want,8.0,Rock
Kanye West,Yeezus,9.5,Rap
Goat,World Music,8.1,Experimental
Black Mountain,Wilderness Heart,7.4,Rock
Unsane,Wreck,7.6,Rock
Danny Brown,XXX,8.2,Rap
Active Child,You Are All I See,7.2,Rock
NIKI,Zephyr,SCORE ERROR,GENRES ERROR
Logic,YSIV,SCORE ERROR,GENRES ERROR
The Log.Os,λόγος,SCORE ERROR,GENRES ERROR
Arckanum,ÞÞÞÞÞÞÞÞÞÞÞ,SCORE ERROR,GENRES ERROR
Russ,Zoo,SCORE ERROR,GENRES ERROR
Chelsea Wolfe,Ἀποκάλυψις (Apocalypse / Apokalypsis),SCORE ERROR,GENRES ERROR
Pile,You're Better Than This,7.4,Rock
Wavves,You're Welcome,6.0,Rock
Sons of Kemet,Your Queen Is a Reptile,7.6,Jazz
Iceage,You're Nothing,8.6,Rock
Andrew W.K.,You're Not Alone,6.6,Rock
Tennis,Young & Old,6.3,Rock
Young Thug & Carnage,Young Martha,7.2,"Rap,Electronic"
Flying Lotus,You're Dead,8.3,Electronic
Denzel Curry,ZUU,8.3,Rap
The Soft Moon,Zeros,7.0,Rock
SZA,Z,5.9,Pop/R&B
Cut Copy,Zonoscope,8.6,Rock
